Start time = Sat Mar  6 19:59:36 2021

Format: rel.time(s) press(Pa) altitude(m) temp(oC) [pitch roll yaw](rad) [ax ay az](Gs)

-11.7703;por definir;[0.011, 0.075, 0.985];[359.319, 4.386, 199.814];1615060782.03533
-11.7905;por definir;[0.01, 0.076, 0.987];[359.323, 4.387, 199.869];1615060782.0695
-11.7643;por definir;[0.012, 0.075, 0.985];[359.32, 4.383, 199.933];1615060782.10144
-11.8026;por definir;[0.013, 0.076, 0.985];[359.319, 4.387, 200.006];1615060782.13642
-11.8026;por definir;[0.011, 0.076, 0.985];[359.321, 4.385, 200.065];1615060782.16967
-11.8168;por definir;[0.012, 0.074, 0.985];[359.321, 4.385, 200.065];1615060782.16967
-11.8047;por definir;[0.011, 0.076, 0.986];[359.321, 4.378, 200.113];1615060782.23893
-11.8047;por definir;[0.012, 0.076, 0.985];[359.318, 4.376, 200.109];1615060782.27398
-11.8047;por definir;[0.011, 0.076, 0.986];[359.318, 4.376, 200.109];1615060782.27398
-11.8329;por definir;[0.012, 0.076, 0.986];[359.32, 4.375, 200.143];1615060782.30719
-11.8592;por definir;[0.012, 0.076, 0.985];[359.32, 4.371, 200.164];1615060782.34079
-11.8107;por definir;[0.013, 0.076, 0.986];[359.314, 4.371, 200.194];1615060782.37419
-11.8047;por definir;[0.012, 0.077, 0.986];[359.31, 4.371, 200.251];1615060782.40767
-11.8026;por definir;[0.01, 0.073, 0.984];[359.31, 4.373, 200.275];1615060782.44215
-11.8107;por definir;[0.011, 0.076, 0.985];[359.313, 4.367, 200.266];1615060782.47469
-11.8713;por definir;[0.011, 0.076, 0.985];[359.312, 4.362, 200.187];1615060782.5448
-11.8491;por definir;[0.013, 0.076, 0.986];[359.31, 4.364, 200.168];1615060782.57891
-11.8491;por definir;[0.013, 0.077, 0.986];[359.312, 4.366, 200.158];1615060782.6113
-11.8693;por definir;[0.012, 0.076, 0.984];[359.312, 4.366, 200.158];1615060782.6113
-11.8835;por definir;[0.012, 0.075, 0.982];[359.308, 4.372, 200.152];1615060782.67831
-11.938;por definir;[0.012, 0.076, 0.986];[359.308, 4.372, 200.152];1615060782.67831
-11.9158;por definir;[0.013, 0.075, 0.985];[359.306, 4.371, 200.096];1615060782.71613
-11.9299;por definir;[0.013, 0.075, 0.988];[359.375, 4.368, 200.027];1615060782.77941
-11.934;por definir;[0.011, 0.076, 0.986];[359.375, 4.368, 200.027];1615060782.77941
-11.934;por definir;[0.011, 0.076, 0.982];[359.375, 4.367, 199.978];1615060782.81722
-11.9602;por definir;[0.014, 0.078, 0.99];[359.372, 4.371, 199.918];1615060782.84991
-11.9905;por definir;[0.011, 0.076, 0.985];[359.367, 4.368, 199.825];1615060782.91464
-11.9905;por definir;[0.011, 0.076, 0.985];[359.361, 4.37, 199.819];1615060782.94947
-11.9905;por definir;[0.013, 0.076, 0.984];[359.361, 4.37, 199.819];1615060782.94947
-12.0026;por definir;[0.012, 0.074, 0.985];[359.355, 4.373, 199.834];1615060782.98668
-12.0168;por definir;[0.01, 0.073, 0.985];[359.349, 4.37, 199.868];1615060783.01724
-12.0269;por definir;[0.013, 0.078, 0.992];[359.347, 4.37, 199.849];1615060783.05167
-12.0168;por definir;[0.009, 0.073, 0.979];[359.342, 4.374, 199.843];1615060783.08411
-12.0228;por definir;[0.01, 0.072, 0.988];[359.343, 4.365, 199.879];1615060783.15428
-12.0289;por definir;[0.011, 0.074, 0.982];[359.336, 4.366, 199.895];1615060783.18692
-12.0592;por definir;[0.011, 0.076, 0.988];[359.336, 4.366, 199.895];1615060783.18692
-12.0188;por definir;[0.012, 0.076, 0.987];[359.336, 4.369, 199.893];1615060783.22447
-12.041;por definir;[0.012, 0.075, 0.987];[359.334, 4.372, 199.852];1615060783.28832
-12.041;por definir;[0.011, 0.075, 0.985];[359.334, 4.372, 199.852];1615060783.28832
-12.0127;por definir;[0.012, 0.075, 0.986];[359.33, 4.369, 199.833];1615060783.35452
-12.0511;por definir;[0.012, 0.075, 0.983];[359.325, 4.372, 199.841];1615060783.39501
-12.0511;por definir;[0.013, 0.077, 0.988];[359.325, 4.372, 199.841];1615060783.39501
-12.039;por definir;[0.013, 0.077, 0.987];[359.318, 4.375, 199.833];1615060783.45654
-12.0269;por definir;[0.015, 0.078, 0.989];[359.318, 4.375, 199.833];1615060783.45654
-12.0228;por definir;[0.01, 0.078, 0.986];[359.31, 4.376, 199.81];1615060783.49404
-12.035;por definir;[0.01, 0.076, 0.984];[359.312, 4.382, 199.777];1615060783.5275
